,Index,word,frequency,Is requirment
508,3608,hirer,4,
509,3609,loan,4,
510,3610,iris,4,
511,3611,elsewhere,4,
512,3612,athlete,4,
513,3613,fourth,4,
514,3614,sleeping,4,
515,3615,settlement,4,
516,3616,averse,4,
517,3617,cut,4,
518,3618,teeth,4,
519,3619,hosting,4,
520,3620,slogan,4,
521,3621,seeking,4,
522,3622,multimedia,4,
523,3623,sponsor,4,
524,3624,conjunction,4,
525,3625,deploying,4,
526,3626,contributor,4,
527,3627,wed,4,
528,3628,pursue,4,
529,3629,duo,4,
530,3630,demo,4,
531,3631,weld,4,
532,3632,unless,4,
533,3633,affirmation,4,
534,3634,surroundings,4,
535,3635,stressful,4,
536,3636,prescribed,4,
537,3637,preparator,4,
538,3638,invaluable,4,
539,3639,monument,4,
540,3640,unburdening,4,
541,3641,affecting,4,
542,3642,balancing,4,1.0
543,3643,dull,4,
544,3644,empowering,4,1.0
545,3645,socializing,4,1.0
546,3646,dart,4,
547,3647,enclose,4,
548,3648,integrate,4,
549,3649,adhesive,4,
550,3650,fortunately,4,
551,3651,cordial,4,1.0
552,3652,hazard,4,
553,3653,split,4,
554,3654,consistently,4,1.0
555,3655,cashier,4,
556,3656,diagnose,4,1.0
557,3657,indeed,4,
558,3658,alliance,4,
559,3659,advocacy,4,
560,3660,grant,4,
561,3661,wellness,4,
562,3662,sensory,4,
563,3663,tolerate,4,
564,3664,aux,4,
565,3665,grower,4,
566,3666,transporting,4,
567,3667,headquartered,4,
568,3668,ceramic,4,
569,3669,installers,4,
570,3670,foil,4,
571,3671,proved,4,
572,3672,battle,4,
573,3673,destination,4,
574,3674,delay,4,
575,3675,sufficiently,4,
576,3676,occupation,4,
577,3677,relive,4,
578,3678,relocation,4,
579,3679,reported,4,
580,3680,dangerous,4,
581,3681,nowadays,4,
582,3682,inbound,4,
583,3683,unburden,4,
584,3684,grinding,4,
585,3685,shirt,4,
586,3686,openly,4,
587,3687,cupboard,4,
588,3688,acoustic,4,
589,3689,addressing,4,
590,3690,audio,4,
591,3691,absolute,4,
592,3692,allowed,4,
593,3693,beautician,4,
594,3694,salon,4,
595,3695,puzzle,4,
596,3696,analytic,4,1.0
597,3697,caretaker,4,
598,3698,berry,4,
599,3699,multitude,4,
600,3700,underground,4,
601,3701,r,4,
602,3702,profitable,4,
603,3703,accomplish,4,
604,3704,concise,4,1.0
605,3705,kop,4,
606,3706,cheerful,4,1.0
607,3707,affiliation,4,
608,3708,proudly,4,
609,3709,leasing,4,
610,3710,fad,4,
611,3711,deploy,4,
612,3712,carnival,4,
613,3713,lb,4,
614,3714,enlarge,4,
615,3715,solves,4,
616,3716,discharge,4,
617,3717,vault,4,
618,3718,restorative,4,
619,3719,presented,4,
620,3720,deliverer,4,
621,3721,sailing,4,
622,3722,securely,4,
623,3723,truly,4,
624,3724,nurture,4,1.0
625,3725,reinforce,4,
626,3726,adding,4,
627,3727,scarce,4,
628,3728,salad,4,
629,3729,entry,4,
630,3730,tidiness,4,
631,3731,artist,4,
632,3732,repairer,4,
633,3733,prepares,4,
634,3734,cycling,4,
635,3735,tasting,4,
636,3736,appetite,4,
637,3737,likely,4,
638,3738,organizer,4,
639,3739,ethical,4,
640,3740,March,4,
641,3741,conviviality,4,1.0
642,3742,stove,4,
643,3743,chronically,4,
644,3744,culinary,4,
645,3745,leaf,4,
646,3746,activate,4,
647,3747,armed,4,
648,3748,astute,4,1.0
649,3749,tower,4,
650,3750,planet,4,
651,3751,integrating,4,
652,3752,spring,4,
653,3753,seeing,4,
654,3754,dressing,4,
655,3755,showering,4,
656,3756,consumption,4,
657,3757,deviate,4,
658,3758,shower,4,
659,3759,dressed,4,
660,3760,formwork,4,
661,3761,installs,4,
662,3762,ab,4,
663,3763,certify,4,
664,3764,founding,4,
665,3765,tester,4,
666,3766,removal,4,
667,3767,masterclass,4,
668,3768,spontaneous,4,
669,3769,nose,4,
670,3770,embedding,4,
671,3771,advocate,4,
672,3772,seamlessly,4,
673,3773,whats,4,
674,3774,keyword,4,
675,3775,burner,4,
676,3776,refill,4,
677,3777,menu,4,
678,3778,orient,4,
679,3779,uncertainty,4,
680,3780,sliding,4,
681,3781,inter,4,
682,3782,demolition,4,
683,3783,assured,4,
684,3784,nutrition,4,
685,3785,meticulous,4,1.0
686,3786,accelerator,4,
687,3787,aligning,4,
688,3788,sounding,4,
689,3789,avionics,4,
690,3790,polyester,4,
691,3791,bold,4,
692,3792,regains,4,
693,3793,smoke,4,
694,3794,secretarial,4,1.0
695,3795,liaise,4,
696,3796,empowered,4,
697,3797,repetitive,4,1.0
698,3798,pin,4,
699,3799,inception,4,
700,3800,transparency,4,1.0
701,3801,span,4,
702,3802,laid,4,
703,3803,concerning,4,
704,3804,trendsetter,4,
705,3805,glazing,4,
706,3806,café,4,
707,3807,pancake,4,
708,3808,liaising,4,
709,3809,breakthrough,4,
710,3810,ancestry,4,
711,3811,yield,4,
712,3812,elf,4,
713,3813,raise,4,
714,3814,collegiate,4,
715,3815,immobilizers,4,
716,3816,transmitter,4,
717,3817,optimizers,4,1.0
718,3818,neutral,4,
719,3819,vessel,4,
720,3820,harry,4,
721,3821,radioactive,4,
722,3822,radiology,4,
723,3823,segmentation,4,
724,3824,ball,3,
725,3825,overnight,3,
726,3826,hungry,3,
727,3827,destructive,3,
728,3828,differs,3,
729,3829,adheres,3,
730,3830,divide,3,
731,3831,oh,3,
732,3832,p,3,
733,3833,theory,3,
734,3834,mediate,3,1.0
735,3835,linchpin,3,
736,3836,motorway,3,
737,3837,grade,3,
738,3838,normally,3,
739,3839,expanded,3,
740,3840,l,3,
741,3841,speaks,3,
742,3842,forwarding,3,
743,3843,jacket,3,
744,3844,ring,3,
745,3845,proverbial,3,
746,3846,heard,3,
747,3847,replenish,3,
748,3848,tranquility,3,
749,3849,sander,3,
750,3850,picker,3,
751,3851,specifying,3,
752,3852,reactive,3,
753,3853,adaptation,3,
754,3854,coherence,3,
755,3855,sang,3,
756,3856,coalition,3,
757,3857,conducted,3,
758,3858,whistling,3,
759,3859,indoors,3,
760,3860,sheltered,3,
761,3861,uncover,3,
762,3862,represented,3,
763,3863,verify,3,
764,3864,perfectionist,3,1.0
765,3865,sewage,3,
766,3866,urine,3,
767,3867,numerical,3,1.0
768,3868,merchandiser,3,
769,3869,renewing,3,
770,3870,enriched,3,
771,3871,respective,3,
772,3872,browse,3,
773,3873,pedagogy,3,
774,3874,supporter,3,
775,3875,midwife,3,
776,3876,conceivable,3,
777,3877,supervises,3,
778,3878,indicated,3,
779,3879,disassembling,3,
780,3880,recommended,3,
781,3881,exhibition,3,
782,3882,reviewed,3,
783,3883,er,3,
784,3884,implication,3,
785,3885,profitability,3,
786,3886,assure,3,
787,3887,mandate,3,
788,3888,monitored,3,
789,3889,outreach,3,
790,3890,authentication,3,
791,3891,fairer,3,
792,3892,prosecution,3,
793,3893,judiciary,3,
794,3894,naturalization,3,
795,3895,fingerprint,3,
796,3896,validity,3,
797,3897,detention,3,
798,3898,victim,3,
799,3899,mayor,3,
800,3900,offender,3,
801,3901,handful,3,
802,3902,strictly,3,1.0
803,3903,corrugated,3,
804,3904,substitute,3,
805,3905,huge,3,
806,3906,struggle,3,
807,3907,kick,3,
808,3908,supportive,3,1.0
809,3909,wealth,3,
810,3910,healthier,3,
811,3911,continuum,3,
812,3912,watching,3,
813,3913,obsession,3,
814,3914,evolution,3,
815,3915,disciplinary,3,
816,3916,adept,3,
817,3917,ambiguous,3,
818,3918,longstanding,3,
819,3919,echt,3,
820,3920,conflict,3,
821,3921,chamber,3,
822,3922,precondition,3,
823,3923,cladding,3,
824,3924,heater,3,
825,3925,geyser,3,
826,3926,adequate,3,
827,3927,indicating,3,
828,3928,knowledgeable,3,1.0
829,3929,stamp,3,
830,3930,angle,3,
831,3931,implementer,3,
832,3932,blueprint,3,
833,3933,officially,3,
834,3934,ranging,3,
835,3935,automatically,3,
836,3936,circuit,3,
837,3937,alternating,3,
838,3938,familiarize,3,
839,3939,formed,3,
840,3940,resourcing,3,
841,3941,thoroughly,3,1.0
842,3942,statutory,3,
843,3943,electro,3,
844,3944,monastery,3,
845,3945,sits,3,
846,3946,equity,3,
847,3947,coached,3,
848,3948,appear,3,
849,3949,necessarily,3,
850,3950,merge,3,
851,3951,outflow,3,
852,3952,crew,3,
853,3953,luxurious,3,
854,3954,translates,3,1.0
855,3955,spent,3,
856,3956,tour,3,
857,3957,dress,3,
858,3958,accompany,3,
859,3959,warmth,3,
860,3960,hence,3,
861,3961,shown,3,
862,3962,exudes,3,
863,3963,celebrated,3,
864,3964,instructing,3,
865,3965,petrochemical,3,
866,3966,aviation,3,
867,3967,golden,3,
868,3968,yellow,3,
869,3969,refrigerated,3,
870,3970,accredited,3,
871,3971,rare,3,
872,3972,focusing,3,
873,3973,chooses,3,
874,3974,reflected,3,
875,3975,attendant,3,
876,3976,mutually,3,
877,3977,beneficial,3,
878,3978,newspaper,3,
879,3979,incredibly,3,
880,3980,understandable,3,
881,3981,uncomfortable,3,
882,3982,represents,3,
883,3983,coat,3,
884,3984,attic,3,
885,3985,homework,3,
886,3986,clinically,3,
887,3987,prior,3,
888,3988,warmly,3,1.0
889,3989,establishment,3,
890,3990,contains,3,
891,3991,hay,3,
892,3992,orderly,3,
893,3993,cornerstone,3,
894,3994,batch,3,
895,3995,zoo,3,
896,3996,destruction,3,
897,3997,alder,3,
898,3998,sincerely,3,1.0
899,3999,efficacy,3,
900,4000,hypothesis,3,
901,4001,governance,3,
902,4002,scoping,3,
903,4003,traceable,3,
904,4004,western,3,
905,4005,troubleshooter,3,
906,4006,wrong,3,
907,4007,fly,3,
908,4008,enjoyable,3,
909,4009,impossible,3,
910,4010,gaining,3,
911,4011,selecting,3,
912,4012,hi,3,
913,4013,reducing,3,
914,4014,stylish,3,
915,4015,tailoring,3,
916,4016,bracket,3,
917,4017,shell,3,
918,4018,cork,3,
919,4019,led,3,
920,4020,localization,3,
921,4021,geographically,3,
922,4022,seriously,3,
923,4023,proposed,3,
924,4024,facilitation,3,
925,4025,bpm,3,
926,4026,formalize,3,
927,4027,breaking,3,
928,4028,otherwise,3,
929,4029,sends,3,
930,4030,housekeeping,3,
931,4031,tiger,3,
932,4032,toast,3,
933,4033,commando,3,
934,4034,missing,3,
935,4035,mag,3,
936,4036,barbecue,3,
937,4037,cared,3,
938,4038,passing,3,
939,4039,reflection,3,
940,4040,worsening,3,
941,4041,ultramodern,3,
942,4042,worse,3,
943,4043,adapted,3,
944,4044,stocking,3,
945,4045,hanging,3,
946,4046,conditioner,3,
947,4047,forgotten,3,
948,4048,egg,3,
949,4049,brightest,3,
950,4050,obsessed,3,
951,4051,utilize,3,
952,4052,firewall,3,
953,4053,louder,3,
954,4054,anybody,3,
955,4055,merit,3,
956,4056,issued,3,
957,4057,immigration,3,
958,4058,endodontics,3,
959,4059,ironwork,3,
960,4060,outdoors,3,
961,4061,swagger,3,
962,4062,cartridge,3,
963,4063,turned,3,
964,4064,daring,3,
965,4065,stimulation,3,
966,4066,kelly,3,
967,4067,lg,3,
968,4068,guard,3,
969,4069,showing,3,
970,4070,reduction,3,
971,4071,transferring,3,
972,4072,magic,3,
973,4073,tenacity,3,1.0
974,4074,respected,3,
975,4075,era,3,
976,4076,durable,3,
977,4077,pour,3,
978,4078,temp,3,
979,4079,extinguisher,3,
980,4080,kroon,3,
981,4081,marcel,3,
982,4082,unloaded,3,
983,4083,compulsory,3,
984,4084,arithmetic,3,1.0
985,4085,specially,3,
986,4086,empathize,3,1.0
987,4087,imported,3,
988,4088,plate,3,
989,4089,exceeded,3,
990,4090,swim,3,
991,4091,leak,3,
992,4092,seems,3,
993,4093,surprising,3,
994,4094,transportation,3,
995,4095,additionally,3,
996,4096,checklist,3,
997,4097,judge,3,
998,4098,wallpaper,3,
999,4099,stated,3,
0,4100,creatively,3,1.0
1,4101,casual,3,
2,4102,honking,3,
3,4103,brain,3,
4,4104,smartest,3,
5,4105,orchestrate,3,
6,4106,tenacious,3,1.0
7,4107,extraction,3,
8,4108,worth,3,
9,4109,rope,3,
10,4110,fireproofing,3,
11,4111,blasting,3,
12,4112,environmentally,3,
13,4113,impulse,3,
14,4114,sketched,3,
15,4115,universal,3,
16,4116,publication,3,
17,4117,consecutive,3,
18,4118,spur,3,
19,4119,mediates,3,1.0
20,4120,stick,3,
21,4121,excavation,3,
22,4122,gi,3,
23,4123,dirty,3,
24,4124,mid,3,
25,4125,raising,3,
26,4126,ignore,3,
27,4127,eastern,3,
28,4128,electrolysis,3,
29,4129,attachment,3,
30,4130,locate,3,
31,4131,tired,3,
32,4132,beverage,3,
33,4133,briefly,3,
34,4134,format,3,
35,4135,relocating,3,
36,4136,beaten,3,
37,4137,shoulder,3,
38,4138,frequent,3,
39,4139,influencing,3,1.0
40,4140,indicator,3,
41,4141,alignment,3,
42,4142,oracle,3,
43,4143,strain,3,
44,4144,resumption,3,
45,4145,observation,3,
46,4146,organizes,3,
47,4147,incidental,3,
48,4148,freezing,3,
49,4149,passed,3,
50,4150,elementary,3,
51,4151,blockage,3,
52,4152,demanding,3,
53,4153,arranging,3,
54,4154,attracted,3,
55,4155,searching,3,
56,4156,urgent,3,
57,4157,regionally,3,
58,4158,dimensional,3,
59,4159,securing,3,
60,4160,threat,3,
61,4161,genetics,3,
62,4162,outbound,3,
63,4163,tiling,3,
64,4164,introduced,3,
65,4165,surgical,3,
66,4166,revolves,3,
67,4167,differentiation,3,
68,4168,laughter,3,
69,4169,charlotte,3,
70,4170,civ,3,
71,4171,ecology,3,
72,4172,inspired,3,
73,4173,complies,3,
74,4174,configuring,3,
75,4175,remedy,3,
76,4176,curative,3,
77,4177,paramedical,3,
78,4178,maria,3,
79,4179,credibility,3,1.0
80,4180,actionable,3,1.0
81,4181,whose,3,
82,4182,unpacking,3,
83,4183,stacking,3,
84,4184,storing,3,
85,4185,played,3,
86,4186,producer,3,
87,4187,arrived,3,
88,4188,happily,3,
89,4189,valuation,3,1.0
90,4190,broader,3,
91,4191,relatively,3,
92,4192,elaboration,3,
93,4193,consensus,3,
94,4194,relocate,3,
95,4195,principal,3,
96,4196,incl,3,
97,4197,deeper,3,
98,4198,reinforced,3,
99,4199,turnout,3,
100,4200,fictitious,3,
101,4201,incorrect,3,
102,4202,finalize,3,
103,4203,thrilled,3,
104,4204,canopy,3,
105,4205,proceed,3,
106,4206,returned,3,
107,4207,patch,3,
108,4208,submarine,3,
109,4209,gluing,3,
110,4210,centrally,3,
111,4211,unforgettable,3,
112,4212,baby,3,
113,4213,york,3,
114,4214,paradigm,3,
115,4215,conclude,3,
116,4216,nevus,3,
117,4217,grooming,3,
118,4218,anyway,3,
119,4219,bath,3,
120,4220,motivational,3,1.0
121,4221,excellently,3,1.0
122,4222,ambiance,3,
123,4223,roller,3,
124,4224,shutter,3,
125,4225,forest,3,
126,4226,biscuit,3,
127,4227,sprint,3,
128,4228,adolescent,3,
129,4229,purposefully,3,
130,4230,proportion,3,
131,4231,entrusted,3,
132,4232,researcher,3,1.0
133,4233,barrel,3,
134,4234,penetrating,3,
135,4235,techie,3,1.0
136,4236,implemented,3,
137,4237,justifies,3,
138,4238,relates,3,
139,4239,enclosed,3,
140,4240,webinar,3,
141,4241,excels,3,
142,4242,cabling,3,
143,4243,reasonable,3,
144,4244,counterpart,3,
145,4245,landscaping,3,
146,4246,predict,3,
147,4247,conscience,3,1.0
148,4248,shadowing,3,
149,4249,encompasses,3,
150,4250,subcategory,3,
151,4251,deeply,3,
152,4252,prohibits,3,
153,4253,intramural,3,
154,4254,sailor,3,
155,4255,unparalleled,3,
156,4256,leaving,3,
157,4257,reaching,3,
158,4258,gene,3,
159,4259,church,3,
160,4260,nursery,3,
161,4261,differently,3,
162,4262,timetable,3,
163,4263,tangible,3,
164,4264,men,3,
165,4265,bureau,3,
166,4266,reusable,3,
167,4267,sop,3,
168,4268,modernized,3,
169,4269,anna,3,
170,4270,furnished,3,
171,4271,exemplary,3,
172,4272,cohesion,3,1.0
173,4273,unnoticed,3,
174,4274,scenario,3,
175,4275,integrator,3,
176,4276,wherever,3,
177,4277,machinist,3,
178,4278,hospitalization,3,
179,4279,hardly,3,
180,4280,informatics,3,1.0
181,4281,cisco,3,
182,4282,held,3,
183,4283,provincial,3,
184,4284,dossier,3,
185,4285,liquid,3,
186,4286,professionalizing,3,
187,4287,differentiated,3,
188,4288,boost,3,
189,4289,tn,3,
190,4290,output,3,
191,4291,spec,3,
192,4292,elastic,3,
193,4293,tesla,3,
194,4294,tunnel,3,
195,4295,lightning,3,
196,4296,adopted,3,
197,4297,stimulus,3,
198,4298,bakery,3,
199,4299,atmospheric,3,
200,4300,crystal,3,
201,4301,balcony,3,
202,4302,landing,3,
203,4303,newsletter,3,
204,4304,dining,3,
205,4305,bk,3,
206,4306,ritual,3,
207,4307,lighting,3,
208,4308,piqued,3,
209,4309,implementers,3,
210,4310,spark,3,
211,4311,spoor,3,
212,4312,morris,3,
213,4313,hmm,3,
214,4314,subsidy,3,
215,4315,ink,3,
216,4316,awesome,3,
217,4317,conglomerate,3,
218,4318,cap,3,
219,4319,friction,3,
220,4320,resort,3,
221,4321,listing,3,
222,4322,draft,3,
223,4323,precedent,3,
224,4324,confidentially,3,1.0
225,4325,agility,3,
226,4326,childbirth,3,
227,4327,cultivate,3,
228,4328,redefine,3,
229,4329,launched,3,
230,4330,silo,3,
231,4331,joy,3,
232,4332,novel,3,
233,4333,synthesis,3,
234,4334,synthesize,3,
235,4335,synthetic,3,
236,4336,column,3,
237,4337,chromatography,3,
238,4338,chemist,3,
239,4339,headquarter,3,
240,4340,haematological,3,
241,4341,mantle,3,
242,4342,lymphoma,3,
243,4343,designation,3,
244,4344,lymphatic,3,
245,4345,oncological,3,
246,4346,decorative,3,
247,4347,paving,3,
248,4348,basal,3,
249,4349,mortar,3,
250,4350,stranded,3,
251,4351,unity,3,
252,4352,responder,3,
253,4353,ferry,3,
254,4354,autumn,3,
255,4355,casuistry,3,
256,4356,integrality,3,
257,4357,dialogue,3,
258,4358,sol,3,
259,4359,palette,2,
260,4360,outset,2,
261,4361,dc,2,
262,4362,billing,2,
263,4363,norm,2,
264,4364,goody,2,
265,4365,structuring,2,1.0
266,4366,trying,2,
267,4367,resale,2,
268,4368,requisition,2,
269,4369,lowest,2,
270,4370,departmental,2,
271,4371,strange,2,
272,4372,jumper,2,
273,4373,simplest,2,
274,4374,champagne,2,
275,4375,ob,2,
276,4376,adventurous,2,1.0
277,4377,worthwhile,2,
278,4378,gaming,2,
279,4379,casino,2,
280,4380,minimize,2,
281,4381,minimizing,2,
282,4382,specified,2,
283,4383,groomed,2,
284,4384,sofa,2,
285,4385,piet,2,
286,4386,uniformity,2,
287,4387,reachable,2,
288,4388,secretary,2,
289,4389,inconvenience,2,
290,4390,conceptually,2,
291,4391,translated,2,
292,4392,bee,2,
293,4393,mol,2,
294,4394,damaged,2,
295,4395,disassemble,2,
296,4396,discussing,2,
297,4397,basically,2,
298,4398,smashing,2,
299,4399,overwhelming,2,
300,4400,situated,2,
301,4401,guardian,2,
302,4402,usable,2,
303,4403,pull,2,
304,4404,renew,2,
305,4405,silicon,2,
306,4406,valley,2,
307,4407,comprised,2,
308,4408,exploring,2,
309,4409,extends,2,
310,4410,iterating,2,
311,4411,interpret,2,
312,4412,aptitude,2,
313,4413,nearing,2,
314,4414,legally,2,
315,4415,incompatible,2,
316,4416,attached,2,
317,4417,nevertheless,2,
318,4418,graduating,2,
319,4419,breath,2,
320,4420,spanner,2,
321,4421,brochure,2,
322,4422,ca,2,
323,4423,amenity,2,
324,4424,constraint,2,
325,4425,projection,2,
326,4426,escalate,2,
327,4427,revised,2,
328,4428,percent,2,
329,4429,burn,2,
330,4430,tie,2,
331,4431,filter,2,
332,4432,syndrome,2,
333,4433,referred,2,
334,4434,pardon,2,
335,4435,ultimo,2,
336,4436,outreaching,2,
337,4437,psychodiagnostics,2,
338,4438,humour,2,1.0
339,4439,extraordinary,2,
340,4440,politics,2,
341,4441,cappuccino,2,
342,4442,draughtsman,2,
343,4443,mastering,2,1.0
344,4444,extramural,2,
345,4445,exploratory,2,
346,4446,ate,2,
347,4447,geothermal,2,
348,4448,drilling,2,
349,4449,coolant,2,
350,4450,reset,2,
351,4451,length,2,
352,4452,typically,2,
353,4453,conceive,2,
354,4454,prediction,2,
355,4455,syntax,2,
356,4456,algorithm,2,
357,4457,goose,2,
358,4458,resellers,2,
359,4459,strongest,2,
360,4460,paralegal,2,
361,4461,provisional,2,
362,4462,accepted,2,
363,4463,closure,2,
364,4464,ac,2,
365,4465,nationwide,2,
366,4466,gutter,2,
367,4467,appendage,2,
368,4468,bathtub,2,
369,4469,sink,2,
370,4470,anchor,2,
371,4471,enjoyment,2,
372,4472,relating,2,
373,4473,congress,2,
374,4474,mobilize,2,
375,4475,spectacular,2,1.0
376,4476,wooded,2,
377,4477,haze,2,
378,4478,educated,2,
379,4479,century,2,
380,4480,readiness,2,
381,4481,foremost,2,
382,4482,suck,2,
383,4483,battery,2,
384,4484,shortcoming,2,
385,4485,financing,2,
386,4486,digitized,2,
387,4487,jill,2,
388,4488,brock,2,
389,4489,rotation,2,
390,4490,hierarchically,2,
391,4491,grid,2,
392,4492,hydrogen,2,
393,4493,lady,2,
394,4494,gent,2,
395,4495,remember,2,1.0
396,4496,attentive,2,1.0
397,4497,pear,2,
398,4498,orchard,2,
399,4499,hamburg,2,
400,4500,experiential,2,1.0
401,4501,pr,2,
402,4502,scan,2,
403,4503,missile,2,
404,4504,squadron,2,
405,4505,lack,2,
406,4506,goodbye,2,
407,4507,complying,2,1.0
408,4508,metro,2,
409,4509,panoramic,2,
410,4510,nostalgic,2,
411,4511,disco,2,
412,4512,wast,2,
413,4513,preserved,2,
414,4514,radiates,2,
415,4515,shelf,2,
416,4516,stocked,2,
417,4517,superstar,2,
418,4518,skating,2,
419,4519,fashioned,2,
420,4520,beating,2,
421,4521,lover,2,
422,4522,elaborating,2,
423,4523,dredging,2,
424,4524,mount,2,
425,4525,valve,2,
426,4526,gearbox,2,
427,4527,conventional,2,1.0
428,4528,assertiveness,2,1.0
429,4529,youngest,2,
430,4530,wing,2,
431,4531,persuasion,2,1.0
432,4532,appears,2,
433,4533,supplementing,2,
434,4534,organisationally,2,1.0
435,4535,bijou,2,
436,4536,chose,2,
437,4537,homemade,2,
438,4538,cosiness,2,
439,4539,epilepsy,2,
440,4540,inexpensive,2,
441,4541,reliably,2,1.0
442,4542,stadium,2,
443,4543,pinch,2,
444,4544,diplomatic,2,
445,4545,nearby,2,
446,4546,born,2,
447,4547,cake,2,
448,4548,impacting,2,
449,4549,communicates,2,
450,4550,sunny,2,
451,4551,prosthetics,2,
452,4552,hap,2,
453,4553,sigma,2,
454,4554,situational,2,
455,4555,directive,2,
456,4556,deposition,2,
457,4557,decree,2,
458,4558,forage,2,
459,4559,horse,2,
460,4560,empty,2,
461,4561,farmer,2,
462,4562,merchant,2,
463,4563,bedding,2,
464,4564,streaming,2,
465,4565,subscribe,2,
466,4566,cancel,2,
467,4567,disprove,2,
468,4568,budgetary,2,
469,4569,consequently,2,
470,4570,authoring,2,
471,4571,manipulation,2,
472,4572,productively,2,1.0
473,4573,bio,2,
474,4574,bin,2,
475,4575,deer,2,
476,4576,correctness,2,1.0
477,4577,threaten,2,
478,4578,emphasize,2,
479,4579,enjoyed,2,
480,4580,expertly,2,
481,4581,developmental,2,1.0
482,4582,clock,2,
483,4583,queue,2,
484,4584,workstation,2,
485,4585,soldering,2,
486,4586,refined,2,
487,4587,retrieving,2,
488,4588,revising,2,
489,4589,intrinsically,2,
490,4590,transcend,2,
491,4591,persuasive,2,1.0
492,4592,budgeting,2,1.0
493,4593,massage,2,
494,4594,brush,2,
495,4595,autonomous,2,
496,4596,apache,2,
497,4597,bash,2,
498,4598,logical,2,1.0
499,4599,configure,2,
500,4600,blend,2,
501,4601,blended,2,
502,4602,gracefully,2,1.0
503,4603,tasked,2,
504,4604,storyline,2,
505,4605,lm,2,
506,4606,dispersed,2,
507,4607,con,2,
508,4608,differentiator,2,
509,4609,archer,2,
510,4610,participated,2,
511,4611,sustaining,2,
512,4612,construed,2,
513,4613,exhaustive,2,
514,4614,empower,2,
515,4615,basement,2,
516,4616,knew,2,
517,4617,lifesaver,2,
518,4618,amaze,2,
519,4619,turner,2,
520,4620,grinder,2,
521,4621,booster,2,
522,4622,ronde,2,
523,4623,craftsman,2,
524,4624,correcting,2,
525,4625,heated,2,
526,4626,straight,2,
527,4627,chimney,2,
528,4628,adjacent,2,
529,4629,lathe,2,
530,4630,correction,2,
531,4631,unimportant,2,
532,4632,scaled,2,
533,4633,passer,2,
534,4634,manageability,2,
535,4635,storm,2,
536,4636,frost,2,
537,4637,flooding,2,
538,4638,scrutinize,2,
539,4639,accompanied,2,
540,4640,reconstruction,2,
541,4641,deviating,2,
542,4642,outsource,2,
543,4643,av,2,
544,4644,measured,2,
545,4645,parallel,2,
546,4646,routing,2,
547,4647,tick,2,
548,4648,rising,2,
549,4649,hierarchy,2,
550,4650,investigative,2,1.0
551,4651,initiation,2,
552,4652,hyper,2,1.0
553,4653,forty,2,
554,4654,pulling,2,
555,4655,generalist,2,
556,4656,suffering,2,
557,4657,stoma,2,
558,4658,relocated,2,
559,4659,unlocking,2,
560,4660,wear,2,
561,4661,handicapped,2,
562,4662,didactics,2,
563,4663,abreast,2,
564,4664,mention,2,
565,4665,fielder,2,
566,4666,tram,2,
567,4667,appraisal,2,
568,4668,occupancy,2,
569,4669,sickness,2,
570,4670,resuscitation,2,
571,4671,physician,2,
572,4672,stabilizing,2,
573,4673,hic,2,
574,4674,coercion,2,
575,4675,till,2,
576,4676,recorder,2,
577,4677,disconnect,2,
578,4678,sac,2,
579,4679,quadrant,2,
580,4680,marketable,2,1.0
581,4681,trailblazer,2,
582,4682,aligns,2,
583,4683,credible,2,1.0
584,4684,pursuit,2,
585,4685,exceeding,2,1.0
586,4686,unpredictable,2,
587,4687,profound,2,
588,4688,velocity,2,
589,4689,plank,2,
590,4690,treating,2,
591,4691,privately,2,
592,4692,loaded,2,
593,4693,bonne,2,
594,4694,domaine,2,
595,4695,detective,2,
596,4696,langue,2,
597,4697,chez,2,
598,4698,nous,2,
599,4699,writes,2,1.0
600,4700,residual,2,
601,4701,scanner,2,
602,4702,accepts,2,
603,4703,sick,2,
604,4704,cylinder,2,
605,4705,yard,2,
606,4706,detached,2,
607,4707,performer,2,1.0
608,4708,probationary,2,
609,4709,lifetime,2,
610,4710,cherish,2,
611,4711,logic,2,1.0
612,4712,commander,2,
613,4713,suspicious,2,
614,4714,playful,2,
615,4715,explaining,2,
616,4716,expects,2,
617,4717,brighten,2,
618,4718,demonstrably,2,1.0
619,4719,graphic,2,1.0
620,4720,supplementary,2,
621,4721,motorcycle,2,
622,4722,timer,2,
623,4723,cavity,2,
624,4724,trait,2,
625,4725,husbandry,2,
626,4726,hoist,2,
627,4727,legacy,2,
628,4728,ops,2,
629,4729,curtain,2,
630,4730,tachograph,2,
631,4731,decoration,2,
632,4732,digitize,2,
633,4733,prompted,2,
634,4734,positioned,2,
635,4735,unchanged,2,
636,4736,retraining,2,
637,4737,timber,2,
638,4738,existed,2,
639,4739,comparing,2,
640,4740,insect,2,
641,4741,imagination,2,
642,4742,rich,2,
643,4743,discovering,2,
644,4744,satisfactory,2,1.0
645,4745,smartly,2,1.0
646,4746,perennial,2,
647,4747,southern,2,
648,4748,finger,2,
649,4749,leaver,2,
650,4750,oversees,2,
651,4751,formulated,2,
652,4752,instrumental,2,
653,4753,pizza,2,
654,4754,smoothie,2,
655,4755,ice,2,
656,4756,cream,2,
657,4757,petrol,2,
658,4758,trace,2,
659,4759,pioneering,2,
660,4760,vitamin,2,
661,4761,discovered,2,
